Feature	Gain	Cover	Frequency
ctrx_quarter_normalizado	0.0954943191539478	0.0156659912462648	0.0151900726709867
ctrx_quarter	0.0648050516464676	0.0143955542504287	0.0170789936248918
mpasivos_margen	0.0545140574037013	0.0169069841273363	0.0223259962746281
cpayroll_trx	0.0476197885559859	0.013814947465797	0.00383031193430753
mcaja_ahorro	0.0407241345917683	0.0128066121115759	0.0195450848702679
mcuentas_saldo	0.0365366514374179	0.0265114517120828	0.026785948526904
mpayroll_sobre_edad	0.0296263948036816	0.0212261021319174	0.00999554004774772
mpayroll	0.0287436993434528	0.0148067819428299	0.00839520423957814
mtarjeta_visa_consumo	0.0280531670410257	0.0115706336435659	0.0123566912401291
mactivos_margen	0.0251605196775792	0.025164265666125	0.0219324710758979
ctarjeta_visa_trx	0.0204492716449684	0.0116132846848696	0.0140619671012934
mprestamos_personales	0.0202259927253459	0.0220525543497513	0.00721462864338746
mrentabilidad_annual	0.0197019573592472	0.0193371537114748	0.0247133824802582
mvr_msaldototal	0.0194014051578254	0.00670696940069674	0.00766062386861505
mv_msaldopesos	0.0171678752253413	0.00657630935828645	0.00928719469003332
cliente_edad	0.0162953144240325	0.0222843594263813	0.0271794737256342
Visa_msaldopesos	0.0155759699829786	0.0123648155196873	0.014507962326521
mcuenta_corriente	0.0132908662435469	0.0130455316028754	0.0171576986646378
Master_fechaalta	0.012121899772455	0.021169576728405	0.0229556365925965
Master_Fvencimiento	0.0108020696352128	0.0181326648929368	0.0216438859301624
mv_fechaalta	0.0107265082564959	0.0140236110261483	0.0176299289031141
mrentabilidad	0.0104015920170272	0.0117210522025463	0.0162132381876853
chomebanking_trx	0.0103745547119854	0.012997945687476	0.0165542933599181
mv_msaldototal	0.010084474757082	0.00407635557085785	0.00653251829892174
mcomisiones	0.00976541909843297	0.0101869452641826	0.0156360678962143
mv_Fvencimiento	0.00959369832562307	0.00956287562206355	0.0159246530419498
Visa_fechaalta	0.00935686679278834	0.00879622200909564	0.0168691135189023
mcomisiones_otras	0.00907294906153692	0.0104652348144464	0.0151376026444893
numero_de_cliente	0.00857417496320854	0.0100575102947564	0.0177086339428601
cliente_antiguedad	0.008341047497118	0.0101092962133718	0.0152163076842354
cprestamos_personales	0.00810798269246606	0.00701988260859599	0.00299079151034971
Visa_msaldototal	0.00798758399051664	0.0079762262803554	0.0104153002597266
mautoservicio	0.00784009263947764	0.0122807670403453	0.0139832620615473
Visa_Fvencimiento	0.00729449992847916	0.00885727940455083	0.0153737177637275
mcaja_ahorro_dolares	0.00696263187421568	0.0149660224105826	0.0141931421675368
ccomisiones_otras	0.00632823381892854	0.0136217378077687	0.0116745808956634
cproductos	0.00632808905995956	0.00810094078507195	0.00797544402759923
mvr_mpagospesos	0.00632191244163612	0.00535522369706898	0.00842143925282682
mvr_mpagominimo	0.00625951413782512	0.00755593633317661	0.00899860954429782
mvr_msaldopesos	0.00623877034943271	0.00810095288882762	0.00829026418658341
Visa_mpagospesos	0.00617853222102595	0.00738248000439463	0.012776451452108
thomebanking	0.00609883950060891	0.0055116007620528	0.00474853739801139
Master_mfinanciacion_limite	0.00607056234167861	0.00732679754100895	0.0130912716110922
mtransferencias_recibidas	0.00595061677699321	0.00654974075004645	0.0112810556969331
Visa_mfinanciacion_limite	0.00575644446896086	0.0125773453654198	0.0125141013196212
mvr_msaldopesos2	0.00548149127131127	0.00667645669721771	0.0118582259884041
ccomisiones_mantenimiento	0.00545295200828278	0.00207955231278689	0.0034367867355773
mcomisiones_mantenimiento	0.00532175586875391	0.0123287074228748	0.00868378938531364
mv_mpagospesos	0.00505036714876203	0.00411259335076672	0.00800167904084792
mtransferencias_emitidas	0.00503686537311304	0.0125430018232726	0.0106776503922134
Visa_mconsumospesos	0.00502123127499258	0.00610793983538794	0.0105202403127214
Visa_mpagominimo	0.00488634432184208	0.0076755784997153	0.0119106960149015
ctarjeta_debito_trx	0.00480332693968941	0.00656358831108189	0.0105989453524674
mvr_mconsumospesos	0.0047117953315847	0.00585833359238973	0.00884119946480573
Master_mlimitecompra	0.00468786015924342	0.00604231500127693	0.00973318991526091
mv_mpagominimo	0.00464707365390828	0.00393536670209491	0.00640134323267833
ctransferencias_recibidas	0.00460621772768062	0.0122345644113077	0.0084476742660755
mvr_Master_mlimitecompra	0.00444855709278141	0.011751469805088	0.0107038854054621
ccallcenter_trx	0.00396810132949307	0.00763163062744743	0.00283338143085762
mvr_Visa_mlimitecompra	0.00385587411307287	0.00803546897701472	0.00889366949130309
Visa_cconsumos	0.00385000255497513	0.00373992563025429	0.00742450874937692
ccaja_ahorro	0.00380883735813883	0.0209360996043852	0.00603405304719679
mtarjeta_visa_debitos_automaticos	0.00377515019411388	0.0058133275060551	0.00800167904084792
mv_mfinanciacion_limite	0.00373331132029992	0.00488757175397065	0.00813285410709132
Visa_mlimitecompra	0.00371920968421032	0.0086404682875286	0.00776556392160978
Visa_mconsumototal	0.00366371645329591	0.00493656862145903	0.00792297400110187
mpagomiscuentas	0.00349146241125594	0.0101786222030545	0.00787050397460451
mcuenta_debitos_automaticos	0.00344197599182108	0.00879524074033275	0.00763438885536637
mv_mconsumospesos	0.003427811659387	0.00392566640648289	0.00671616339166251
ctransferencias_emitidas	0.00335320668404517	0.0146001068566236	0.00689980848440328
Master_mpagospesos	0.00329933328984621	0.0102771571488203	0.0074507437626256
mv_mlimitecompra	0.00309571099106961	0.00525025041784304	0.00655875331217042
Master_status	0.00299591294767541	0.0119288667708931	0.00262350132486817
ctarjeta_visa_debitos_automaticos	0.00299342143045653	0.00541227042662897	0.00550935278222315
mextraccion_autoservicio	0.00293744698696052	0.00567667437548237	0.00805414906734528
mdescubierto_preacordado	0.00285444630994532	0.0117978937599434	0.00322690662958785
tcallcenter	0.00280989815468543	0.00416618705174611	0.00194139098040245
mvr_mconsumototal	0.00272165693925772	0.00327298002775445	0.00543064774247711
ccuenta_debitos_automaticos	0.00270215943105089	0.00888084801049371	0.00474853739801139
mplazo_fijo_dolares	0.00249128038900064	0.0152170958016783	0.00335808169583126
ccajas_consultas	0.00244616054719989	0.0144072905706545	0.00296455649710103
Visa_mpagado	0.00234963701900566	0.00717005649880119	0.00532570768948238
ctarjeta_master	0.00229465099948751	0.000549815694772421	0.000682110344465724
mv_cconsumos	0.0022869905872835	0.00418339945685659	0.00503712254374689
ctarjeta_debito	0.00223784151836289	0.00305406890912423	0.00443371723902721
Master_mpagominimo	0.00214127525660164	0.00467348571108113	0.00414513209329171
mv_status01	0.00205923764754382	0.00449796569195817	0.00107563554319595
mvr_mpagado	0.00188487491889177	0.00812031716878465	0.00508959257024425
mv_mconsumototal	0.00185290858947601	0.0024717598177135	0.00390901697405357
cmobile_app_trx	0.00179617961856326	0.00192084873305334	0.00306949655009576
Master_msaldopesos	0.00164009721434758	0.0039834981510532	0.00388278196080489
cpagomiscuentas	0.0016340664886395	0.00389432200207884	0.00398772201379962
Visa_mconsumosdolares	0.00157163288383127	0.00203657706374215	0.00338431670907994
ccaja_seguridad	0.00150163978872567	0.00891631893102576	0.00228244615263531
Master_msaldototal	0.00139783793044607	0.00217062875140075	0.00346302174882598
Visa_mpagosdolares	0.0011582408122789	0.00288932123254366	0.00301702652359839
mv_mpagado	0.00113439650339337	0.00428855947974137	0.00348925676207467
cseguro_accidentes_personales	0.00112860104831336	0.00842339348154366	0.00264973633811685
Master_mconsumospesos	0.00109798662223469	0.00285976472576221	0.00301702652359839
mv_fultimo_cierre	0.000984308825525043	0.00177678896856723	0.00267597135136553
cextraccion_autoservicio	0.000980597099424124	0.00228707206822781	0.00359419681506939
mv_status07	0.000922465560635781	0.000564186310963409	0.000550935278222316
mv_status04	0.000806396226371371	0.000419827410801565	0.000629640317968361
matm	0.000806179697161055	0.00186457923751788	0.00296455649710103
Master_mconsumototal	0.000784532470566877	0.00185993312445023	0.0024398562321274
Master_cconsumos	0.000743859704163263	0.00199290325508471	0.00220374111288926
mv_status02	0.000727060196805272	0.00106175873806714	0.000655875331217042
Visa_fultimo_cierre	0.000725440282277869	0.00111340027616845	0.00207256604664585
Master_fultimo_cierre	0.000718751210878436	0.00120931994615651	0.00196762599365113
Visa_Finiciomora	0.000664275147080844	0.00783774721178511	0.0015741007949209
ccajas_trx	0.000578660731831074	0.00241436986022499	0.000787050397460451
Master_mpagado	0.000497873683535108	0.00718529339807624	0.00160033580816958
mvr_mconsumosdolares	0.000459021107785651	0.00116965853250223	0.00104940052994727
mvr_mpagosdolares	0.000454081364299051	0.0040408517972747	0.00241362121887872
mv_Finiciomora	0.000440999561790957	0.00221963426442889	0.000577170291470997
ctarjeta_master_trx	0.000406093849031433	0.000524403859752466	0.000865755437206496
catm_trx	0.000401286416404512	0.00209834771622763	0.00175774588766167
cplazo_fijo	0.000392807398792329	0.00214166705775486	0.000655875331217042
mtarjeta_master_consumo	0.000382901765599789	0.000999592119860595	0.00112810556969331
ccajas_extracciones	0.000358093463978511	0.00255897861648593	0.000760815384211769
mv_mconsumosdolares	0.000356322338779797	0.00191648014181203	0.00107563554319595
Visa_msaldodolares	0.000338049214928963	0.000771622204668645	0.000655875331217042
Visa_status	0.000337890519745277	0.00347781620765351	0.000787050397460451
mtarjeta_visa_descuentos	0.000250748334540095	0.00293592155641025	0.00183645092740772
mvr_msaldodolares2	0.000230738310161626	0.000720560782285302	0.000708345357714406
mv_status06	0.000229753840057471	0.000146652561860477	0.000209880105989454
Master_mconsumosdolares	0.000229270031791852	0.000378595967126653	0.000996930503449904
Master_mpagosdolares	0.000202555543404823	0.000355643788168745	0.000760815384211769
matm_other	0.000175861985146984	0.000986634184866579	0.000498465251724952
mvr_msaldodolares	0.000151811109672416	0.00190460549295009	0.000760815384211769
mv_status05	0.000145604592134042	0.0001128510950563	0.000209880105989454
mv_status03	0.000142982063242519	2.62694725642618e-05	5.24700264973634e-05
mttarjeta_master_debitos_automaticos	0.000131602674804765	0.000407416738474431	0.000341055172232862
catm_trx_other	0.000118538720690046	0.000720402568907673	0.000341055172232862
Visa_delinquency	0.00010583532133903	0.000428513584599595	0.00031482015898418
internet	0.000105426503752887	0.000240001912877545	0.000236115119238135
ctarjeta_master_debitos_automaticos	7.1363825905518e-05	0.000445032617421229	0.000236115119238135
mv_msaldodolares	7.12740063122405e-05	0.000245822954798729	0.000393525198730225
Master_madelantopesos	6.76937619325726e-05	0.000218037054560361	0.000734580370963087
ctarjeta_visa_descuentos	4.37172311106933e-05	0.000738290190673498	0.000577170291470997
mv_mpagosdolares	4.08318404618725e-05	0.000670336248150839	0.000734580370963087
Master_msaldodolares	3.16676427371291e-05	0.000140218551170228	0.000104940052994727
Master_madelantodolares	2.36309054272838e-05	1.57175912857752e-05	5.24700264973634e-05
cseguro_vivienda	2.32920693307457e-05	6.45095594818154e-05	5.24700264973634e-05
cseguro_vida	1.7608644652286e-05	0.000116598071988783	7.87050397460451e-05
mcaja_ahorro_adicional	1.19779969817273e-05	0.000413398587435172	7.87050397460451e-05
Visa_cadelantosefectivo	9.96090860780392e-06	2.33887787158458e-05	5.24700264973634e-05
Visa_madelantopesos	9.85640349019809e-06	1.72357480678336e-05	5.24700264973634e-05
ctarjeta_visa	1.30163772855182e-06	0.000118691157164958	7.87050397460451e-05
mforex_sell	8.09681379855567e-07	2.88579471687509e-05	2.62350132486817e-05
Master_cadelantosefectivo	3.18235208209834e-07	9.27692352990946e-05	0.000288585145735499
ccajeros_propios_descuentos	4.8800453490675e-13	2.64864756122668e-05	2.62350132486817e-05
